@relation Paper

@attribute warehouseman^4 {Alex}
@attribute warehouseman^3 {Alex}
@attribute warehouseman^0 {Alex}
@attribute warehouseman^2 {Alex}
@attribute clientType^0 {new,consolidate}
@attribute warehouseman^1 {Alex}
@attribute clientType^1 {new,consolidate}
@attribute clientType^2 {new,consolidate}
@attribute clientType^3 {new,consolidate}
@attribute clientType^4 {new,consolidate}
@attribute orderResult^0 {negative,positive}
@attribute orderResult^2 {negative,positive}
@attribute orderResult^1 {negative,positive}
@attribute financialOfficier^3 {Robert,Mario,Alexander}
@attribute customer^0 {A,B,C}
@attribute customer^1 {A,B,C}
@attribute financialOfficier^2 {Robert,Mario,Alexander}
@attribute financialOfficier^1 {Robert,Mario,Alexander}
@attribute customer^2 {A,B,C}
@attribute customer^3 {A,B,C}
@attribute financialOfficier^0 {Robert,Mario,Alexander}
@attribute customer^4 {A,B,C}
@attribute user^0 {U3,U2,U1}
@attribute user^1 {U3,U2,U1}
@attribute financialOfficier^4 {Robert,Mario,Alexander}
@attribute user^2 {U3,U2,U1}
@attribute user^4 {U3,U2,U1}
@attribute user^3 {U3,U2,U1}
@attribute orderResult^3 {negative,positive}
@attribute orderResult^4 {negative,positive}
@attribute product^1 {boxes,equipment,bottles}
@attribute product^2 {boxes,equipment,bottles}
@attribute product^0 {boxes,equipment,bottles}
@attribute product^3 {boxes,equipment,bottles}
@attribute product^4 {boxes,equipment,bottles}
@attribute salesmanager^2 {Johann,Mary,Marc}
@attribute salesmanager^1 {Johann,Mary,Marc}
@attribute salesmanager^4 {Johann,Mary,Marc}
@attribute salesmanager^3 {Johann,Mary,Marc}
@attribute salesmanager^0 {Johann,Mary,Marc}
@attribute amount^0 numeric
@attribute amount^1 numeric
@attribute amount^2 numeric
@attribute amount^3 numeric
@attribute amount^4 numeric
@attribute conformance {TRUE,FALSE,'?'}

@data
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Mario,Mario,C,?,Mario,?,U3,U3,?,U3,?,?,?,?,bottles,bottles,bottles,?,?,Mary,Mary,?,?,Mary,810,810,810,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,783,783,783,783,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,548,548,548,548,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,443,443,443,443,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,A,A,Mario,Mario,A,?,Mario,?,U2,U2,?,U2,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,949,949,949,?,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,108,108,108,108,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Mario,Mario,B,?,Mario,?,U3,U3,?,U3,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,357,357,357,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,340,340,340,340,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,221,221,221,221,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,C,U1,U1,Mario,U1,U1,U1,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,650,650,650,650,650,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U3,U3,?,U3,?,U3,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,191,191,191,191,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,661,661,661,661,661,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,458,458,458,458,458,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U2,U2,?,U2,?,U2,positive,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,152,152,152,152,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,168,168,168,168,168,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,C,U2,U2,Mario,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,961,961,961,961,961,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,positive,positive,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,169,169,169,169,169,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,689,689,689,689,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U2,U2,Alexander,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,514,514,514,514,514,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,378,378,378,378,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Mario,Mario,C,?,Mario,?,U1,U1,?,U1,?,?,?,?,bottles,bottles,bottles,?,?,Mary,Mary,?,?,Mary,851,851,851,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,363,363,363,363,363,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,194,194,194,194,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U3,U3,Mario,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,267,267,267,267,267,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,C,C,Mario,Mario,C,?,Mario,?,U1,U1,?,U1,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,441,441,441,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,837,837,837,837,837,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,261,261,261,261,261,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,254,254,254,254,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Robert,Robert,B,?,Robert,?,U3,U3,?,U3,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,328,328,328,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,115,115,115,115,115,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,C,C,Mario,Mario,C,?,Mario,?,U2,U2,?,U2,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,631,631,631,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,947,947,947,947,947,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U1,U1,Alexander,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,300,300,300,300,300,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,563,563,563,563,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,607,607,607,607,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,C,U2,U2,Robert,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,752,752,752,752,752,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Mario,Mario,C,?,Mario,?,U2,U2,?,U2,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,561,561,561,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,57,57,57,57,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U1,U1,Alexander,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,541,541,541,541,541,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,795,795,795,795,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,589,589,589,589,589,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,182,182,182,182,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U1,U1,Alexander,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,39,39,39,39,39,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,negative,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,76,76,76,76,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,negative,negative,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,823,823,823,823,823,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,486,486,486,486,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,766,766,766,766,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,759,759,759,759,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,positive,positive,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,227,227,227,227,227,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,889,889,889,889,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U2,U2,Alexander,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,658,658,658,658,658,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,717,717,717,717,717,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,908,908,908,908,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,932,932,932,932,932,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,449,449,449,449,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,519,519,519,519,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U2,U2,Mario,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,431,431,431,431,431,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,596,596,596,596,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,290,290,290,290,290,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U2,U2,Mario,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,900,900,900,900,900,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,272,272,272,272,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U2,U2,Mario,U2,U2,U2,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,368,368,368,368,368,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Robert,Robert,B,?,Robert,?,U1,U1,?,U1,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,795,795,795,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U1,U1,Alexander,U1,U1,U1,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,941,941,941,941,941,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,149,149,149,149,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U3,U3,Alexander,U3,U3,U3,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,689,689,689,689,689,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U3,U3,Alexander,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,169,169,169,169,169,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,889,889,889,889,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,473,473,473,473,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,177,177,177,177,177,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U2,U2,Robert,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,951,951,951,951,951,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,C,U1,U1,Mario,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,413,413,413,413,413,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,210,210,210,210,210,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,992,992,992,992,992,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,C,C,Robert,Robert,C,?,Robert,?,U2,U2,?,U2,?,?,?,?,bottles,bottles,bottles,?,?,Mary,Mary,?,?,Mary,403,403,403,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,242,242,242,242,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,312,312,312,312,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U2,U2,Mario,U2,U2,U2,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,719,719,719,719,719,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,239,239,239,239,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,153,153,153,153,153,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,280,280,280,280,280,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U1,U1,?,U1,?,U1,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,376,376,376,376,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,218,218,218,218,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,543,543,543,543,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U3,U3,?,U3,?,U3,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,847,847,847,847,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,410,410,410,410,410,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Mario,Mario,C,?,Mario,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,247,247,247,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U3,U3,Mario,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,137,137,137,137,137,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,positive,positive,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,289,289,289,289,289,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,B,B,Alexander,Alexander,B,?,Alexander,?,U1,U1,?,U1,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,771,771,771,?,?,FALSE
