@relation Paper

@attribute user^4 {U3,U2,U1}
@attribute user^3 {U3,U2,U1}
@attribute product^1 {boxes,equipment,bottles}
@attribute product^2 {boxes,equipment,bottles}
@attribute product^0 {boxes,equipment,bottles}
@attribute product^3 {boxes,equipment,bottles}
@attribute product^4 {boxes,equipment,bottles}
@attribute customer^0 {A,B,C}
@attribute customer^1 {A,B,C}
@attribute customer^2 {A,B,C}
@attribute customer^3 {A,B,C}
@attribute customer^4 {A,B,C}
@attribute user^0 {U3,U2,U1}
@attribute user^1 {U3,U2,U1}
@attribute user^2 {U3,U2,U1}
@attribute amount^0 numeric
@attribute amount^1 numeric
@attribute amount^2 numeric
@attribute amount^3 numeric
@attribute amount^4 numeric
@attribute Sync {NEGLIGIBLE,OK,HIGH,LOW,'?'}

@data
U3,U3,boxes,boxes,boxes,boxes,boxes,C,C,C,C,C,U3,U3,U3,297,297,297,297,297,LOW
?,U3,boxes,boxes,boxes,boxes,?,A,A,A,A,?,U3,U3,U3,215,215,215,215,?,LOW
U3,U3,bottles,bottles,bottles,bottles,bottles,B,B,B,B,B,U3,U3,U3,418,418,418,418,418,OK
?,U3,bottles,bottles,bottles,bottles,?,A,A,A,A,?,U3,U3,U3,908,908,908,908,?,OK
U3,U3,bottles,bottles,bottles,bottles,bottles,B,B,B,B,B,U3,U3,U3,393,393,393,393,393,OK
U2,U2,equipment,equipment,equipment,equipment,equipment,B,B,B,B,B,U2,U2,U2,41,41,41,41,41,OK
U1,U1,equipment,equipment,equipment,equipment,equipment,A,A,A,A,A,U1,U1,U1,548,548,548,548,548,HIGH
?,U2,equipment,equipment,equipment,equipment,?,C,C,C,C,?,U2,U2,U2,639,639,639,639,?,OK
U3,U3,boxes,boxes,boxes,boxes,boxes,B,B,B,B,B,U3,U3,U3,629,629,629,629,629,LOW
?,U3,boxes,boxes,boxes,boxes,?,C,C,C,C,?,U3,U3,U3,789,789,789,789,?,OK
?,U1,bottles,bottles,bottles,bottles,?,A,A,A,A,?,U1,U1,U1,304,304,304,304,?,LOW
?,U1,boxes,boxes,boxes,boxes,?,A,A,A,A,?,U1,U1,U1,853,853,853,853,?,LOW
U3,U3,bottles,bottles,bottles,bottles,bottles,A,A,A,A,A,U3,U3,U3,7,7,7,7,7,OK
?,U3,equipment,equipment,equipment,equipment,?,C,C,C,C,?,U3,U3,U3,517,517,517,517,?,LOW
U2,U2,bottles,bottles,bottles,bottles,bottles,C,C,C,C,C,U2,U2,U2,138,138,138,138,138,LOW
U1,U1,equipment,equipment,equipment,equipment,equipment,A,A,A,A,A,U1,U1,U1,549,549,549,549,549,HIGH
U2,U2,boxes,boxes,boxes,boxes,boxes,C,C,C,C,C,U2,U2,U2,381,381,381,381,381,LOW
?,U2,boxes,boxes,boxes,boxes,?,A,A,A,A,?,U2,U2,U2,580,580,580,580,?,LOW
?,U3,boxes,boxes,boxes,boxes,?,C,C,C,C,?,U3,U3,U3,664,664,664,664,?,LOW
U1,U1,equipment,equipment,equipment,equipment,equipment,C,C,C,C,C,U1,U1,U1,92,92,92,92,92,OK
